#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AHR	NPAS2	9606.ENSP00000242057	9606.ENSP00000338283	0	0	0	0.560	0	0.303	0	0	0.303
AHR	CLOCK	9606.ENSP00000242057	9606.ENSP00000426983	0	0	0	0.564	0	0.303	0	0	0.303
AHR	NCOA3	9606.ENSP00000242057	9606.ENSP00000361066	0	0	0	0.554	0	0.303	0	0	0.303
AHR	AR	9606.ENSP00000242057	9606.ENSP00000363822	0	0	0	0	0	0.294	0	0	0.294
AHR	RELA	9606.ENSP00000242057	9606.ENSP00000384273	0	0	0	0	0	0.510	0	0	0.510
AHR	NRIP1	9606.ENSP00000242057	9606.ENSP00000327213	0	0	0	0	0	0.510	0	0	0.510
AHR	EP300	9606.ENSP00000242057	9606.ENSP00000263253	0	0	0	0	0	0.591	0	0	0.591
AHR	NCOR2	9606.ENSP00000242057	9606.ENSP00000384018	0	0	0	0	0	0.625	0	0	0.625
AHR	NCOA1	9606.ENSP00000242057	9606.ENSP00000385216	0	0	0	0.553	0	0.643	0	0	0.643
AHR	NCOA2	9606.ENSP00000242057	9606.ENSP00000399968	0	0	0	0.553	0	0.643	0	0	0.643
AHR	ARNTL2	9606.ENSP00000242057	9606.ENSP00000266503	0	0	0	0.564	0	0.303	0	0	0.303
AHR	ARNTL	9606.ENSP00000242057	9606.ENSP00000384517	0	0	0	0.578	0	0.485	0	0	0.485
AHR	ESR1	9606.ENSP00000242057	9606.ENSP00000405330	0	0	0	0	0	0.833	0	0	0.833
AHR	PTGES3	9606.ENSP00000242057	9606.ENSP00000482075	0	0	0	0	0	0.544	0	0	0.544
AHR	ARNT2	9606.ENSP00000242057	9606.ENSP00000307479	0	0	0	0.556	0	0.692	0	0	0.692
AHR	HSP90AA1	9606.ENSP00000242057	9606.ENSP00000335153	0	0	0	0	0	0.869	0	0	0.869
AHR	HSP90AB1	9606.ENSP00000242057	9606.ENSP00000360609	0	0	0	0	0	0.927	0	0	0.927
AHR	ARNT	9606.ENSP00000242057	9606.ENSP00000351407	0	0	0	0.554	0	0.996	0	0	0.996
AKIRIN2	FKBP4	9606.ENSP00000257787	9606.ENSP00000001008	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RBM22	9606.ENSP00000257787	9606.ENSP00000199814	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SF3A1	9606.ENSP00000257787	9606.ENSP00000215793	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	STUB1	9606.ENSP00000257787	9606.ENSP00000219548	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SGTA	9606.ENSP00000257787	9606.ENSP00000221566	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	C5	9606.ENSP00000257787	9606.ENSP00000223642	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SRSF9	9606.ENSP00000257787	9606.ENSP00000229390	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	APOA1	9606.ENSP00000257787	9606.ENSP00000236850	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	H4C6	9606.ENSP00000257787	9606.ENSP00000244537	0	0	0	0	0	0.303	0	0	0.303
AKIRIN2	C3	9606.ENSP00000257787	9606.ENSP00000245907	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TRAF2	9606.ENSP00000257787	9606.ENSP00000247668	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	YWHAH	9606.ENSP00000257787	9606.ENSP00000248975	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TSG101	9606.ENSP00000257787	9606.ENSP00000251968	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TRIM28	9606.ENSP00000257787	9606.ENSP00000253024	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	GSE1	9606.ENSP00000257787	9606.ENSP00000253458	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SMARCC1	9606.ENSP00000257787	9606.ENSP00000254480	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	NR1H3	9606.ENSP00000257787	9606.ENSP00000477707	0	0	0	0	0	0.203	0	0	0.203
AKIRIN2	LANCL1	9606.ENSP00000257787	9606.ENSP00000388713	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	VIRMA	9606.ENSP00000257787	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	PFDN1	9606.ENSP00000257787	9606.ENSP00000261813	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TFRC	9606.ENSP00000257787	9606.ENSP00000376197	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RPS27A	9606.ENSP00000257787	9606.ENSP00000272317	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HNRNPU	9606.ENSP00000257787	9606.ENSP00000491215	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	DCD	9606.ENSP00000257787	9606.ENSP00000406773	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	ATP5F1A	9606.ENSP00000257787	9606.ENSP00000381736	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	CIT	9606.ENSP00000257787	9606.ENSP00000376306	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HSPA1L	9606.ENSP00000257787	9606.ENSP00000364805	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TNC	9606.ENSP00000257787	9606.ENSP00000265131	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SMC1A	9606.ENSP00000257787	9606.ENSP00000323421	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	CALML5	9606.ENSP00000257787	9606.ENSP00000369689	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HSD17B4	9606.ENSP00000257787	9606.ENSP00000411960	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HBB	9606.ENSP00000257787	9606.ENSP00000494175	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	ALDH18A1	9606.ENSP00000257787	9606.ENSP00000360268	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HSPA5	9606.ENSP00000257787	9606.ENSP00000324173	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	ATP1A1	9606.ENSP00000257787	9606.ENSP00000445306	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TRAPPC12	9606.ENSP00000257787	9606.ENSP00000324318	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	VAT1	9606.ENSP00000257787	9606.ENSP00000347872	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TES	9606.ENSP00000257787	9606.ENSP00000350937	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	NCOA3	9606.ENSP00000257787	9606.ENSP00000361066	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	NCL	9606.ENSP00000257787	9606.ENSP00000318195	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SERPINH1	9606.ENSP00000257787	9606.ENSP00000434412	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	NEDD4L	9606.ENSP00000257787	9606.ENSP00000383199	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	BTF3	9606.ENSP00000257787	9606.ENSP00000369965	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	UBA52	9606.ENSP00000257787	9606.ENSP00000388107	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TSC1	9606.ENSP00000257787	9606.ENSP00000298552	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HADHA	9606.ENSP00000257787	9606.ENSP00000370023	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	CAMK2D	9606.ENSP00000257787	9606.ENSP00000425824	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	PRKDC	9606.ENSP00000257787	9606.ENSP00000313420	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	EEF1G	9606.ENSP00000257787	9606.ENSP00000331901	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SEC23IP	9606.ENSP00000257787	9606.ENSP00000358071	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HSP90AA1	9606.ENSP00000257787	9606.ENSP00000335153	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	IDE	9606.ENSP00000257787	9606.ENSP00000265986	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	CAMK2G	9606.ENSP00000257787	9606.ENSP00000319060	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	STXBP1	9606.ENSP00000257787	9606.ENSP00000362399	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	BAG1	9606.ENSP00000257787	9606.ENSP00000489189	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RACK1	9606.ENSP00000257787	9606.ENSP00000426909	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	DSP	9606.ENSP00000257787	9606.ENSP00000369129	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HYOU1	9606.ENSP00000257787	9606.ENSP00000480150	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	CSRP2	9606.ENSP00000257787	9606.ENSP00000310901	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	IRF2BP1	9606.ENSP00000257787	9606.ENSP00000307265	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TUFM	9606.ENSP00000257787	9606.ENSP00000322439	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RPN1	9606.ENSP00000257787	9606.ENSP00000296255	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TXN	9606.ENSP00000257787	9606.ENSP00000363641	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TF	9606.ENSP00000257787	9606.ENSP00000385834	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	LARP7	9606.ENSP00000257787	9606.ENSP00000422626	0	0	0	0	0	0.294	0	0	0.294
AKIRIN2	BRD7	9606.ENSP00000257787	9606.ENSP00000378181	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	NCOR1	9606.ENSP00000257787	9606.ENSP00000268712	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HSPD1	9606.ENSP00000257787	9606.ENSP00000340019	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	PDIA6	9606.ENSP00000257787	9606.ENSP00000385385	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HMGB1	9606.ENSP00000257787	9606.ENSP00000345347	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HSPA9	9606.ENSP00000257787	9606.ENSP00000297185	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	BRCC3	9606.ENSP00000257787	9606.ENSP00000358474	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TUBB4B	9606.ENSP00000257787	9606.ENSP00000341289	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	UBP1	9606.ENSP00000257787	9606.ENSP00000283629	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TRIM24	9606.ENSP00000257787	9606.ENSP00000340507	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	STRN3	9606.ENSP00000257787	9606.ENSP00000350071	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HEXIM1	9606.ENSP00000257787	9606.ENSP00000328773	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	PTMS	9606.ENSP00000257787	9606.ENSP00000374113	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	MEPCE	9606.ENSP00000257787	9606.ENSP00000308546	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RTN4	9606.ENSP00000257787	9606.ENSP00000337838	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RCOR1	9606.ENSP00000257787	9606.ENSP00000262241	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SMARCAL1	9606.ENSP00000257787	9606.ENSP00000349823	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RAD54L2	9606.ENSP00000257787	9606.ENSP00000386520	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SFPQ	9606.ENSP00000257787	9606.ENSP00000349748	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	CCDC6	9606.ENSP00000257787	9606.ENSP00000263102	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HDAC1	9606.ENSP00000257787	9606.ENSP00000362649	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HSPA8	9606.ENSP00000257787	9606.ENSP00000437125	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HSP90B1	9606.ENSP00000257787	9606.ENSP00000299767	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	NOSIP	9606.ENSP00000257787	9606.ENSP00000343497	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	EHBP1L1	9606.ENSP00000257787	9606.ENSP00000312671	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	IRF2BP2	9606.ENSP00000257787	9606.ENSP00000355568	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	DTD1-2	9606.ENSP00000257787	9606.ENSP00000482916	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	BSG	9606.ENSP00000257787	9606.ENSP00000333769	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SRA1	9606.ENSP00000257787	9606.ENSP00000337513	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	MAP2K2	9606.ENSP00000257787	9606.ENSP00000262948	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TUBB	9606.ENSP00000257787	9606.ENSP00000339001	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	DAXX	9606.ENSP00000257787	9606.ENSP00000266000	0	0	0	0	0	0.304	0	0	0.304
AKIRIN2	PTPN9	9606.ENSP00000257787	9606.ENSP00000482732	0	0	0	0	0	0.300	0	0	0.300
AKIRIN2	HDAC2	9606.ENSP00000257787	9606.ENSP00000430432	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	BABAM2	9606.ENSP00000257787	9606.ENSP00000343412	0	0	0	0	0	0.304	0	0	0.304
AKIRIN2	RXRA	9606.ENSP00000257787	9606.ENSP00000419692	0	0	0	0	0	0.300	0	0	0.300
AKIRIN2	MED15	9606.ENSP00000257787	9606.ENSP00000263205	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SLC3A2	9606.ENSP00000257787	9606.ENSP00000367123	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RAB6A	9606.ENSP00000257787	9606.ENSP00000311449	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	DNAJA2	9606.ENSP00000257787	9606.ENSP00000314030	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	CNBP	9606.ENSP00000257787	9606.ENSP00000410769	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	ETS2	9606.ENSP00000257787	9606.ENSP00000353344	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	ATP5F1B	9606.ENSP00000257787	9606.ENSP00000262030	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HMGB2	9606.ENSP00000257787	9606.ENSP00000296503	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SUMO1	9606.ENSP00000257787	9606.ENSP00000376077	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HSPA1B	9606.ENSP00000257787	9606.ENSP00000364801	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RAB8A	9606.ENSP00000257787	9606.ENSP00000300935	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SFN	9606.ENSP00000257787	9606.ENSP00000340989	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	S100A8	9606.ENSP00000257787	9606.ENSP00000357721	0	0	0	0	0	0.314	0	0	0.314
AKIRIN2	STIP1	9606.ENSP00000257787	9606.ENSP00000351646	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HNRNPD	9606.ENSP00000257787	9606.ENSP00000313199	0	0	0	0	0	0.294	0	0	0.294
AKIRIN2	ANLN	9606.ENSP00000257787	9606.ENSP00000265748	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SHKBP1	9606.ENSP00000257787	9606.ENSP00000291842	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	IRS2	9606.ENSP00000257787	9606.ENSP00000365016	0	0	0	0	0	0.304	0	0	0.304
AKIRIN2	FKBP5	9606.ENSP00000257787	9606.ENSP00000444810	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	S100A9	9606.ENSP00000257787	9606.ENSP00000357727	0	0	0	0	0	0.314	0	0	0.314
AKIRIN2	RAB10	9606.ENSP00000257787	9606.ENSP00000264710	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	PLIN2	9606.ENSP00000257787	9606.ENSP00000276914	0	0	0	0	0	0.314	0	0	0.314
AKIRIN2	NONO	9606.ENSP00000257787	9606.ENSP00000276079	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	CREBBP	9606.ENSP00000257787	9606.ENSP00000262367	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HNRNPR	9606.ENSP00000257787	9606.ENSP00000363745	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	ARPC5	9606.ENSP00000257787	9606.ENSP00000294742	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	CALR	9606.ENSP00000257787	9606.ENSP00000320866	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	CTSB	9606.ENSP00000257787	9606.ENSP00000345672	0	0	0	0	0	0.310	0	0	0.310
AKIRIN2	PHGDH	9606.ENSP00000257787	9606.ENSP00000493382	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SMARCA2	9606.ENSP00000257787	9606.ENSP00000371638	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RPS26	9606.ENSP00000257787	9606.ENSP00000348849	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SET	9606.ENSP00000257787	9606.ENSP00000361777	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HSPA4	9606.ENSP00000257787	9606.ENSP00000302961	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	KDM1A	9606.ENSP00000257787	9606.ENSP00000383042	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TUBA1C	9606.ENSP00000257787	9606.ENSP00000443475	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	FOXJ3	9606.ENSP00000257787	9606.ENSP00000361653	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SRSF1	9606.ENSP00000257787	9606.ENSP00000258962	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	HSP90AB1	9606.ENSP00000257787	9606.ENSP00000360609	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	PPID	9606.ENSP00000257787	9606.ENSP00000303754	0	0	0	0	0	0.312	0	0	0.311
AKIRIN2	KIF14	9606.ENSP00000257787	9606.ENSP00000356319	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	UBE2I	9606.ENSP00000257787	9606.ENSP00000348056	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SBSN	9606.ENSP00000257787	9606.ENSP00000430242	0	0	0	0	0	0.314	0	0	0.314
AKIRIN2	PTGES3	9606.ENSP00000257787	9606.ENSP00000482075	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TP53BP1	9606.ENSP00000257787	9606.ENSP00000371475	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	UBE2L3	9606.ENSP00000257787	9606.ENSP00000400906	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RBM14	9606.ENSP00000257787	9606.ENSP00000311747	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TLE3	9606.ENSP00000257787	9606.ENSP00000452871	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	GNB2	9606.ENSP00000257787	9606.ENSP00000305260	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	GNB1	9606.ENSP00000257787	9606.ENSP00000367872	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RHOA	9606.ENSP00000257787	9606.ENSP00000400175	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	NCOR2	9606.ENSP00000257787	9606.ENSP00000384018	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SMARCC2	9606.ENSP00000257787	9606.ENSP00000449396	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	POLE	9606.ENSP00000257787	9606.ENSP00000322570	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	STAT3	9606.ENSP00000257787	9606.ENSP00000264657	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	EP300	9606.ENSP00000257787	9606.ENSP00000263253	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	G3BP2	9606.ENSP00000257787	9606.ENSP00000352738	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	SMARCE1	9606.ENSP00000257787	9606.ENSP00000323967	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	CD2AP	9606.ENSP00000257787	9606.ENSP00000352264	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	TFE3	9606.ENSP00000257787	9606.ENSP00000314129	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	UBE2N	9606.ENSP00000257787	9606.ENSP00000316176	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	DSG4	9606.ENSP00000257787	9606.ENSP00000352785	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	KPNA1	9606.ENSP00000257787	9606.ENSP00000343701	0	0	0	0	0	0.331	0	0	0.331
AKIRIN2	SMARCD1	9606.ENSP00000257787	9606.ENSP00000378414	0	0	0	0	0	0.284	0	0	0.284
AKIRIN2	SMARCA4	9606.ENSP00000257787	9606.ENSP00000343896	0	0	0	0	0	0.292	0	0	0.292
AKIRIN2	RAN	9606.ENSP00000257787	9606.ENSP00000446215	0	0	0	0	0	0.768	0	0	0.768
AKT1	STUB1	9606.ENSP00000451828	9606.ENSP00000219548	0	0	0	0	0	0.525	0	0	0.525
AKT1	NR3C1	9606.ENSP00000451828	9606.ENSP00000231509	0	0	0	0	0	0.314	0	0	0.314
AKT1	SMARCC1	9606.ENSP00000451828	9606.ENSP00000254480	0	0	0	0	0	0.432	0	0	0.432
AKT1	VHL	9606.ENSP00000451828	9606.ENSP00000256474	0	0	0	0	0	0.304	0	0	0.304
AKT1	MDM2	9606.ENSP00000451828	9606.ENSP00000258149	0	0	0	0	0	0.891	0	0	0.891
AKT1	CREBBP	9606.ENSP00000451828	9606.ENSP00000262367	0	0	0	0	0	0.513	0	0	0.513
AKT1	MAP2K2	9606.ENSP00000451828	9606.ENSP00000262948	0	0	0	0.630	0	0.161	0	0	0.161
AKT1	EP300	9606.ENSP00000451828	9606.ENSP00000263253	0	0	0	0	0	0.821	0	0	0.821
AKT1	PLEKHA4	9606.ENSP00000451828	9606.ENSP00000263265	0	0	0	0	0	0.314	0	0	0.314
AKT1	TP53	9606.ENSP00000451828	9606.ENSP00000269305	0	0	0	0	0	0.184	0	0	0.183
AKT1	RPS27A	9606.ENSP00000451828	9606.ENSP00000272317	0	0	0	0	0	0.456	0	0	0.456
AKT1	EGFR	9606.ENSP00000451828	9606.ENSP00000275493	0	0	0	0.559	0	0.640	0	0	0.640
AKT1	HSPA9	9606.ENSP00000451828	9606.ENSP00000297185	0	0	0	0	0	0.394	0	0	0.394
AKT1	TSC1	9606.ENSP00000451828	9606.ENSP00000298552	0	0	0	0	0	0.477	0	0	0.477
AKT1	LRRK2	9606.ENSP00000451828	9606.ENSP00000298910	0	0	0	0.570	0	0.292	0	0	0.292
AKT1	HSP90B1	9606.ENSP00000451828	9606.ENSP00000299767	0	0	0	0	0	0.362	0	0	0.362
AKT1	KMT2D	9606.ENSP00000451828	9606.ENSP00000301067	0	0	0	0	0	0.294	0	0	0.294
AKT1	HSPA4	9606.ENSP00000451828	9606.ENSP00000302961	0	0	0	0	0	0.331	0	0	0.331
AKT1	HSPA6	9606.ENSP00000451828	9606.ENSP00000310219	0	0	0	0	0	0.179	0	0	0.179
AKT1	PRKDC	9606.ENSP00000451828	9606.ENSP00000313420	0	0	0	0	0	0.633	0	0	0.633
AKT1	SOX2	9606.ENSP00000451828	9606.ENSP00000323588	0	0	0	0	0	0.516	0	0	0.516
AKT1	HSPA5	9606.ENSP00000451828	9606.ENSP00000324173	0	0	0	0	0	0.637	0	0	0.637
AKT1	SP1	9606.ENSP00000451828	9606.ENSP00000329357	0	0	0	0	0	0.314	0	0	0.314
AKT1	SMAD3	9606.ENSP00000451828	9606.ENSP00000332973	0	0	0	0	0	0.618	0	0	0.618
AKT1	HSP90AA1	9606.ENSP00000451828	9606.ENSP00000335153	0	0	0	0	0	0.883	0	0	0.883
AKT1	TUBB	9606.ENSP00000451828	9606.ENSP00000339001	0	0	0	0	0	0.494	0	0	0.494
AKT1	SMARCB1	9606.ENSP00000451828	9606.ENSP00000340883	0	0	0	0	0	0.295	0	0	0.295
AKT1	SFN	9606.ENSP00000451828	9606.ENSP00000340989	0	0	0	0	0	0.368	0	0	0.368
AKT1	TUBB4B	9606.ENSP00000451828	9606.ENSP00000341289	0	0	0	0	0	0.356	0	0	0.356
AKT1	ARNT	9606.ENSP00000451828	9606.ENSP00000351407	0	0	0	0	0	0.421	0	0	0.420
AKT1	CD2AP	9606.ENSP00000451828	9606.ENSP00000352264	0	0	0	0	0	0.294	0	0	0.294
AKT1	HSP90AB1	9606.ENSP00000451828	9606.ENSP00000360609	0	0	0	0	0	0.626	0	0	0.626
AKT1	ITPR3	9606.ENSP00000451828	9606.ENSP00000363435	0	0	0	0	0	0.292	0	0	0.292
AKT1	AR	9606.ENSP00000451828	9606.ENSP00000363822	0	0	0	0	0	0.636	0	0	0.636
AKT1	HSPA1B	9606.ENSP00000451828	9606.ENSP00000364801	0	0	0	0	0	0.210	0	0	0.210
AKT1	ASXL1	9606.ENSP00000451828	9606.ENSP00000364839	0	0	0	0	0	0.539	0	0	0.539
AKT1	HDAC6	9606.ENSP00000451828	9606.ENSP00000365804	0	0	0	0	0	0.311	0	0	0.311
AKT1	GNB1	9606.ENSP00000451828	9606.ENSP00000367872	0	0	0	0	0	0.475	0	0	0.475
AKT1	NR2F2	9606.ENSP00000451828	9606.ENSP00000377721	0	0	0	0	0	0.535	0	0	0.535
AKT1	NEDD4L	9606.ENSP00000451828	9606.ENSP00000383199	0	0	0	0	0	0.192	0	0	0.192
AKT1	NCOR2	9606.ENSP00000451828	9606.ENSP00000384018	0	0	0	0	0	0.294	0	0	0.294
AKT1	CREB1	9606.ENSP00000451828	9606.ENSP00000387699	0	0	0	0	0	0.292	0	0	0.292
AKT1	UBA52	9606.ENSP00000451828	9606.ENSP00000388107	0	0	0	0	0	0.190	0	0	0.190
AKT1	RAF1	9606.ENSP00000451828	9606.ENSP00000401888	0	0	0	0.583	0	0.816	0	0	0.816
AKT1	ESR1	9606.ENSP00000451828	9606.ENSP00000405330	0	0	0	0	0	0.314	0	0	0.314
AKT1	ARRB1	9606.ENSP00000451828	9606.ENSP00000409581	0	0	0	0	0	0.345	0	0	0.345
AKT1	CAMK2D	9606.ENSP00000451828	9606.ENSP00000425824	0	0	0	0.660	0	0.294	0	0	0.294
AKT1	HSPA8	9606.ENSP00000451828	9606.ENSP00000437125	0	0	0	0	0	0.521	0	0	0.521
AKT1	PIAS1	9606.ENSP00000451828	9606.ENSP00000438574	0	0	0	0	0	0.250	0	0	0.250
AKT1	NR4A1	9606.ENSP00000451828	9606.ENSP00000440864	0	0	0	0	0	0.294	0	0	0.294
AKT1	FKBP5	9606.ENSP00000451828	9606.ENSP00000444810	0	0	0	0	0	0.626	0	0	0.626
AKT1	ATP1A1	9606.ENSP00000451828	9606.ENSP00000445306	0	0	0	0	0	0.230	0	0	0.230
